Unit,Description,Tag Name,Tag Type,Data Class
U_CIP_1,CIP Skid-1 to Media Prep tank T-101inlet manifold. To clean Carbonatetransfer line. Jumper C-HJ on M-116.1.Segments----------------S_CIPS_FER_02S_CIPR_FER_04S_CARB_IMS_M1161_CARBIM
U_CIP_1,CIP Skid-1 to MP tank T-101 inletmanifold. To flush upto T-121 IM. JumperC-CE on M-116.1.Segments----------------S_CIPS_FER_02S_CIPR_FER_07S_M1161_H154S_T121_IM
U_CIP_1,CIP Skid-1 to Media Preparation tankT-101 inlet manifold.  To cleanPrimatone transfer line.Segments----------------S_CIPS_FER_02S_CIPR_FER_04
U_CIP_1,CIP Skid-1 to Media Preparation tankT-102 inlet manifold. Jumper C-MN onM-116.1.Segments----------------S_CIPS_FER_02S_CIPR_FER_06
U_CIP_1,CIP Skid-1 to Media Prep tank T-102inlet manifold.  To clean Carbonatetransfer line. Jumper C-GJ on M-116.1.Segments----------------S_CIPS_FER_02S_CIPR_FER_04S_CARB_IMS_M1161_CARBIM
U_CIP_1,CIP Skid-1 to MP tank T-102 inletmanifold. To flush upto T-121 IM. JumperC-BE on M-116.1.Segments----------------S_CIPS_FER_02S_CIPR_FER_07S_M1161_H154S_T121_IM
U_CIP_1,CIP Skid-1 to Media Preparation tankT-102 inlet manifold.  To cleanPrimatone transfer line.Segments----------------S_CIPS_FER_02S_CIPR_FER_04
U_CIP_1,CIP Skid-1 to Media Preparation tankT-103 inlet manifold. Jumper C-KL onM-116.1.Segments----------------S_CIPS_FER_02S_CIPR_FER_06
U_CIP_1,CIP Skid-1 to Media Prep tank T-103inlet manifold.  To clean Carbonatetransfer line. Jumper C-FJ on M-116.1.Segments----------------S_CIPS_FER_02S_CIPR_FER_04S_CARB_IMS_M1161_CARBIM
U_CIP_1,CIP Skid-1 to MP tank T-103 inletmanifold. To flush upto T-121 IM. JumperC-AE on M-116.1.Segments----------------S_CIPS_FER_02S_CIPR_FER_07S_M1161_H154S_T121_IM
U_CIP_1,CIP Skid-1 to Media Preparation tankT-103 inlet manifold.  To cleanPrimatone transfer line.Segments----------------S_CIPS_FER_02S_CIPR_FER_04
U_CIP_1,CIP Skid-1 to Media Preparation tankT-104 inlet manifold. Jumper B-AC onM-104.1.Segments----------------S_CIPS_FER_03S_CIPR_FER_07
U_CIP_1,CIP Skid-1 to MP tank T-104 inletmanifold. To flush upto T-120 IM. JumperB-AB on M-104.1.Segments----------------S_CIPS_FER_03S_CIPR_FER_07S_M1041_H155S_T120_IMS_H155_M4861S_M4861_T120IM
U_CIP_1,CIP Skid-1 to Media Preparation tankT-104 inlet manifold.  To cleanPrimatone transfer line.Segments----------------S_CIPS_FER_03S_CIPR_FER_04
U_CIP_1,CIP Skid-1 to Media Prep tank T-105.Jumper C-UV on M-116.1.Segments----------------S_CIPS_FER_06S_CIPR_FER_05
U_CIP_1,Media Preparation tank T-105 to F-481.1.Jumpers B-CD on M-116.1.Segments----------------S_CIPS_FER_06
U_CIP_1,CIP Skid-1 to Portable Media Preparationtank T-119.Segments----------------S_CIPS_FER_05S_CIPR_FER_04
U_CIP_1,CIP Skid-1 to Media Hold tank T-120.Jumper B-NP on M-470.1.Segments----------------S_CIPS_FER_03S_CIPR_FER_07S_T120_IMS_M4701_MEDIA
U_CIP_1,CIP Skid-1 to Primatone Preparation tankT-130. To clean the tank.Segments----------------S_CIPS_FER_05S_CIPR_FER_04S_PRIM_IMS_T130_DISCHARGE
U_CIP_1,CIP Skid-1 to Primatone Preparation tankT-130 transfer line. *Does includeS_T130_DISCHARGE.Segments----------------S_CIPS_FER_05S_T130_DISCHARGE
U_CIP_1,CIP Skid-1 to Primatone Preparation tankT-130 transfer line. *Does not includeS_T130_DISCHARGE.Segments----------------S_CIPS_FER_05S_CIPR_FER_04
U_CIP_1,CIP Skid-1 to Primatone Preparation tankT-131. To clean the tank.Segments----------------S_CIPS_FER_05S_CIPR_FER_04S_PRIM_IMS_T131_DISCHARGE
U_CIP_1,CIP Skid-1 to Primatone Preparation tankT-131 transfer line. *Does includeS_T131_DISCHARGE.Segments----------------S_CIPS_FER_05S_T131_DISCHARGE
U_CIP_1,CIP Skid-1 to Primatone Preparation tankT-131 transfer line. *Does not includeS_T131_DISCHARGE.Segments----------------S_CIPS_FER_05S_CIPR_FER_04
U_CIP_1,CIP Skid-1 to Carbonate tank T-140.Jumpers B-AC,C-AC,D-AC,E-AC,F-AC,G-AC,H-AC,I-AC,J-AC,K-AC,L-AC,M-AC onM-142.1.Segments----------------S_CIPS_FER_05S_CIPR_FER_04S_T140_T440S_CARB_IMS_T140_T444S_T140_T443S_T140_T442S_T140_T441S_T140_T445S_T140_T446S_T140_T447S_T140_T448S_T140_T449S_T140_T450S_T140_T451
U_CIP_1,CIP Skid-1 to Carbonate tank T-141.Jumpers B-BF,C-BF,D-BF,E-BF,F-BF,G-BF,H-BF,I-BF,J-BF,K-BF,L-BF,M-BF onM-142.1.Segments----------------S_CIPS_FER_05S_CIPR_FER_04S_CARB_IMS_T141_T440S_T141_T441S_T141_T442S_T141_T443S_T141_T444S_T141_T445S_T141_T446S_T141_T447S_T141_T448S_T141_T449S_T141_T450S_T141_T451
U_CIP_1,CIP Skid-1 to 80L fermentor T-410N-line. For cleaning upto AE-lines of400L fermentor.Segments----------------S_CIPS_FER_08S_CIPR_FER_02
U_CIP_1,CIP Skid-1 to 80L fermentor T-411N-line. For cleaning upto AE-lines of400L fermentor.Segments----------------S_CIPS_FER_08S_CIPR_FER_02
U_CIP_1,CIP Skid-1 to 80L fermentor T-412N-line. For cleaning upto AE-lines of400L fermentors.Segments----------------S_CIPS_FER_08S_CIPR_FER_02
U_CIP_1,CIP Skid-1 to 80L fermentor T-413N-line. For cleaning upto AE-lines of400L fermentor.Segments----------------S_CIPS_FER_08S_CIPR_FER_02
U_CIP_1,CIP Skid-1 to 80L fermentor T-414N-line. For cleaning upto AE-lines of400L fermentor.Segments----------------S_CIPS_FER_08S_CIPR_FER_02
U_CIP_1,CIP Skid-1 to 400L fermentor T-420N-line. For cleaning upto E-line of 2KLfermentor.Segments----------------S_CIPS_FER_07S_CIPS_FER_08S_CIPR_FER_02
U_CIP_1,CIP Skid-1 to 400L fermentor T-420N-line. For cleaning upto J-line of 80Lfermentor.Segments----------------S_CIPS_FER_08S_CIPR_FER_02
U_CIP_1,CIP Skid-1 to 400L fermentor T-421N-line. For cleaning upto E-line of 2KLfermentor.Segments----------------S_CIPS_FER_07S_CIPS_FER_08S_CIPR_FER_02
U_CIP_1,CIP Skid-1 to 400L fermentor T-421N-line. For cleaning upto J-line of 80Lfermentor.Segments----------------S_CIPS_FER_08S_CIPR_FER_02
U_CIP_1,CIP Skid-1 to 400L fermentor T-422N-line. For cleaning upto E-line of 2KLfermentor.Segments----------------S_CIPS_FER_07S_CIPS_FER_08S_CIPR_FER_02
U_CIP_1,CIP Skid-1 to 400L fermentor T-422N-line. For cleaning upto J-line of 80Lfermentor.Segments----------------S_CIPS_FER_08S_CIPR_FER_02
U_CIP_1,CIP Skid-1 to 400L fermentor T-423N-line. For cleaning upto E-line of 2KLfermentor.Segments----------------S_CIPS_FER_07S_CIPS_FER_08S_CIPR_FER_02
U_CIP_1,CIP Skid-1 to 400L fermentor T-423N-line. For cleaning upto J-line of 80Lfermentor.Segments----------------S_CIPS_FER_08S_CIPR_FER_02
U_CIP_1,CIP Skid-1 to 400L fermentor T-424N-line. For cleaning upto E-line of 2KLfermentor.Segments----------------S_CIPS_FER_07S_CIPS_FER_08S_CIPR_FER_02
U_CIP_1,CIP Skid-1 to 400L fermentor T-424N-line. For cleaning upto J-line of 80Lfermentor.Segments----------------S_CIPS_FER_08S_CIPR_FER_02
U_CIP_1,CIP Skid-1 to Fermentor T-430 N-line.Jumpers B-FJ, B-KM on M-483.1. JumperC-AB on M-035.1.Segments----------------S_CIPS_FER_07S_CIPR_FER_01
U_CIP_1,CIP Skid-1 to Fermentor T-430 N-line.For cleaning up to E-line of 12kLfermentor.Segments----------------S_CIPS_FER_07
U_CIP_1,CIP Skid-1 to Fermentor T-430 N-line.For cleaning upto J-line of 400Lfermentor.Segments----------------S_CIPS_FER_07S_CIPR_FER_02
U_CIP_1,CIP Skid-1 to Fermentor T-431 N-line.Jumpers B-FI, B-KM on M-483.1. JumperC-CD on M-035.1.Segments----------------S_CIPS_FER_07S_CIPR_FER_01
U_CIP_1,CIP Skid-1 to Fermentor T-431 N-line.For cleaning up to E-line of 12kLfermentor.Segments----------------S_CIPS_FER_07
U_CIP_1,CIP Skid-1 to Fermentor T-431 N-line.For cleaning upto J-line of 400Lfermentor.Segments----------------S_CIPS_FER_07S_CIPR_FER_02
U_CIP_1,CIP Skid-1 to Fermentor T-432 N-line.Jumpers B-FH, B-KM on M-483.1. JumperC-EF on M-035.1.Segments----------------S_CIPS_FER_07S_CIPR_FER_01
U_CIP_1,CIP Skid-1 to Fermentor T-432 N-line.For cleaning up to E-line of 12kLfermentor.Segments----------------S_CIPS_FER_07
U_CIP_1,CIP Skid-1 to Fermentor T-432 N-line.For cleaning upto J-line of 400Lfermentor.Segments----------------S_CIPS_FER_07S_CIPR_FER_02
U_CIP_1,CIP Skid-1 to Fermentor T-433 N-line.Jumpers B-FG, B-KM on M-483.1. JumperC-GH on M-035.1.Segments----------------S_CIPS_FER_07S_CIPR_FER_01
U_CIP_1,CIP Skid-1 to Fermentor T-433 N-line.For cleaning up to E-line of 12kLfermentor.Segments----------------S_CIPS_FER_07
U_CIP_1,CIP Skid-1 to Fermentor T-433 N-line.For cleaning upto J-line of 400Lfermentor.Segments----------------S_CIPS_FER_07S_CIPR_FER_02
U_CIP_1,CIP Skid-1 to Fermentor T-434 N-line.Jumpers B-FZ, B-KM on M-483.1. JumperC-JK on M-035.1.Segments----------------S_CIPS_FER_07S_CIPR_FER_01
U_CIP_1,CIP Skid-1 to Fermentor T-434 N-line.For cleaning up to E-line of 12kLfermentor.Segments----------------S_CIPS_FER_07
U_CIP_1,CIP Skid-1 to Fermentor T-434 N-line.For cleaning upto J-line of 400Lfermentor.Segments----------------S_CIPS_FER_07S_CIPR_FER_02
U_CIP_1,CIP Skid-1 to Fermentor T-440 N-line.Jumpers D-AU, D-PS on M-487.1.JumperC-AB on M-487.2.Segments----------------S_CIPS_FER_09S_CIPR_FER_10
U_CIP_1,CIP Skid-1 to Fermentor T-440 N-line.For filling fermentor via the CIP Skid.Segments----------------S_CIPS_FER_09
U_CIP_1,CIP Skid-1 to Fermentor T-441 N-line.Jumpers D-BU, D-PS on M-487.1.JumperC-CD on M-487.2.Segments----------------S_CIPS_FER_09S_CIPR_FER_10
U_CIP_1,CIP Skid-1 to Fermentor T-441 N-line.For filling fermentor via the CIP Skid.Segments----------------S_CIPS_FER_09
U_CIP_1,CIP Skid-1 to Fermentor T-442 N-line.Jumpers D-CU, D-PS on M-487.1.JumperC-EF on M-487.2.Segments----------------S_CIPS_FER_09S_CIPR_FER_10
U_CIP_1,CIP Skid-1 to Fermentor T-442 N-line.For filling fermentor via the CIP Skid.Segments----------------S_CIPS_FER_09
U_CIP_1,CIP Skid-1 to Fermentor T-443 N-line.Jumpers B-DN, B-PS on M-487.1.JumperC-GH on M-487.2.Segments----------------S_CIPS_FER_10S_CIPR_FER_08
U_CIP_1,CIP Skid-1 to Fermentor T-443 N-line.For filling fermentor via the CIP Skid.Segments----------------S_CIPS_FER_10
U_CIP_1,CIP Skid-1 to Fermentor T-444 N-line.Jumpers B-EN, B-PS on M-487.1.JumperC-JK on M-487.2.Segments----------------S_CIPS_FER_10S_CIPR_FER_08
U_CIP_1,CIP Skid-1 to Fermentor T-444 N-line.For filling fermentor via the CIP Skid.Segments----------------S_CIPS_FER_10
U_CIP_1,CIP Skid-1 to Fermentor T-445 N-line.Jumpers B-FN, B-PS on M-487.1.JumperC-LM on M-487.2.Segments----------------S_CIPS_FER_10S_CIPR_FER_08
U_CIP_1,CIP Skid-1 to Fermentor T-445 N-line.For filling fermentor via the CIP Skid.Segments----------------S_CIPS_FER_10
U_CIP_1,CIP Skid-1 to Fermentor T-446 N-line.Jumpers B-GN, B-PS on M-487.1.JumperC-NP on M-487.2.Segments----------------S_CIPS_FER_10S_CIPR_FER_08
U_CIP_1,CIP Skid-1 to Fermentor T-446 N-line.For filling fermentor via the CIP Skid.Segments----------------S_CIPS_FER_10
U_CIP_1,CIP Skid-1 to Fermentor T-447 N-line.Jumpers B-HN, B-PS on M-487.1.JumperC-QR on M-487.2.Segments----------------S_CIPS_FER_10S_CIPR_FER_08
U_CIP_1,CIP Skid-1 to Fermentor T-447 N-line.For filling fermentor via the CIP Skid.Segments----------------S_CIPS_FER_10
U_CIP_1,CIP Skid-1 to Fermentor T-448 N-line.Jumpers C-JT, C-PS on M-487.1.Segments----------------S_CIPR_FER_11S_CIPS_FER_12
U_CIP_1,CIP Skid-1 to Fermentor T-448 N-line.For filling fermentor via the CIP Skid.Segments----------------S_CIPS_FER_12
U_CIP_1,CIP Skid-1 to Fermentor T-449 N-line.Jumpers C-KT, C-PS on M-487.1.Segments----------------S_CIPR_FER_11S_CIPS_FER_12
U_CIP_1,CIP Skid-1 to Fermentor T-449 N-line.For filling fermentor via the CIP Skid.Segments----------------S_CIPS_FER_12
U_CIP_1,CIP Skid-1 to Fermentor T-450 N-line.Jumpers C-LT, C-PS on M-487.1.Segments----------------S_CIPR_FER_11S_CIPS_FER_12
U_CIP_1,CIP Skid-1 to Fermentor T-450N-line. Forfilling fermentor via the CIP Skid.Segments----------------S_CIPS_FER_12
U_CIP_1,CIP Skid-1 to Fermentor T-451 N-line.Jumpers C-MT, C-PS on M-487.1.Segments----------------S_CIPR_FER_11S_CIPS_FER_12
U_CIP_1,CIP Skid-1 to Fermentor T-451N-line. Forfilling fermentor via the CIP Skid.Segments----------------S_CIPS_FER_12
U_CIP_1,CIP Skid-1 to Media Exchange skid U-460.Jumper B-SX on M-483.1Segments----------------S_CIPS_FER_07S_CIPR_FER_08
U_CIP_2,CIP Skid-2 to Pasteurizer H-150.JumperB-AD on M-116.1. Jumper C-WX on M116.1.Segments----------------S_CIPS_FER_04S_M1161_H150S_CIPR_FER_05
U_CIP_2,CIP Skid-2 to Pasteurizer H-150.
U_CIP_2,CIP Skid-2 to Pasteurizer H-151. JumperB-HK on M-116.1.Segments----------------S_CIPS_FER_04S_M1161_H151
U_CIP_2,CIP Skid-2 to Pasteurizer H-152. JumperB-PS on M-116.1.Segments----------------S_CIPS_FER_04S_M1161_H152
U_CIP_2,CIP Skid-2 to Pasteurizer H-153. JumperB-WZ on M-116.1.Segments----------------S_CIPS_FER_04S_M1161_H153
U_CIP_2,CIP Skid-2 to Pasteurizer H-155. JumperB-BD on M-104.1.Segments----------------S_CIPS_FER_04S_M1041_H155
U_CIP_2,CIP-2 to Past H-155. Cleaning to T-120inlet manfld. Jumper B-BD on M-104.1.Jumper C-IAM on M-486.1.Segments----------------S_CIPS_FER_04S_CIPR_FER_07S_M1041_H155S_T120_IMS_H155_M4861S_M4861_T120IM
U_CIP_2,CIP Skid-2 to Portable tank CIP/SIPstation M-350.Segments----------------S_CIPR_FER_03S_CIPS_FER_11
U_CIP_2,CIP Skid-2 to Harvest Prefilters F-470.Segments----------------S_CIPR_FER_09S_CIPS_FER_09
U_CIP_2,CIP Skid-2 to Harvest Prefilters F-474.Segments----------------S_CIPR_FER_12S_CIPS_FER_09
U_CIP_2,CIP Skid-2 to Media Prep tank T-100.Jumper C-ST on M-116.1.Segments----------------S_CIPS_FER_06S_CIPR_FER_05
U_CIP_2,Media Preparation tank T-100 to F481.1.Jumper B-BD on M-116.1.Segments----------------S_CIPS_FER_06
U_CIP_2,CIP Skid-2 to Media Preparation tankT-101 inlet manifold. Jumper C-PR onM-116.1.Segments----------------S_CIPS_FER_02S_CIPR_FER_06
U_CIP_2,CIP Skid-2 to Media Prep tank T-101inlet manifold.  To clean Carbonatetransfer line. Jumper C-HJ on M-116.1.Segments----------------S_CIPS_FER_02S_CIPR_FER_04S_CARB_IMS_M1161_CARBIM
U_CIP_2,CIP Skid-2 to MP tank T-101 inletmanifold. To flush upto T-121 IM. JumperC-CE on M-116.1.Segments----------------S_CIPS_FER_02S_CIPR_FER_07S_M1161_H154S_T121_IM
U_CIP_2,CIP Skid-2 to Media Preparation tankT-101 inlet manifold.  To cleanPrimatone transfer line.Segments----------------S_CIPS_FER_02S_CIPR_FER_04
U_CIP_2,CIP Skid-2 to Media Preparation tankT-102 inlet manifold. Jumper C-MN onM-116.1.Segments----------------S_CIPS_FER_02S_CIPR_FER_06
U_CIP_2,CIP Skid-2 to Media Prep tank T-102inlet manifold.  To clean Carbonatetransfer line. Jumper C-GJ on M-116.1.Segments----------------S_CIPS_FER_02S_CIPR_FER_04S_CARB_IMS_M1161_CARBIM
U_CIP_2,CIP Skid-2 to MP tank T-102 inletmanifold. To flush upto T-121 IM. JumperC-BE on M-116.1.Segments----------------S_CIPS_FER_02S_CIPR_FER_07S_M1161_H154S_T121_IM
U_CIP_2,CIP Skid-2 to Media Preparation tankT-102 inlet manifold.  To cleanPrimatone transfer line.Segments----------------S_CIPS_FER_02S_CIPR_FER_04
U_CIP_2,CIP Skid-2 to Media Preparation tankT-103 inlet manifold. Jumper C-KL onM-116.1.Segments----------------S_CIPS_FER_02S_CIPR_FER_06
U_CIP_2,CIP Skid-2 to Media Prep tank T-103inlet manifold.  To clean Carbonatetransfer line. Jumper C-FJ on M-116.1.Segments----------------S_CIPS_FER_02S_CIPR_FER_04S_CARB_IMS_M1161_CARBIM
U_CIP_2,CIP Skid-2 to MP tank T-103 inletmanifold. To flush upto T-121 IM. JumperC-AE on M-116.1.Segments----------------S_CIPS_FER_02S_CIPR_FER_07S_M1161_H154S_T121_IM
U_CIP_2,CIP Skid-2 to Media Preparation tankT-103 inlet manifold.  To cleanPrimatone transfer line.Segments----------------S_CIPS_FER_02S_CIPR_FER_04
U_CIP_2,CIP Skid-2 to Media Preparation tankT-104 inlet manifold. Jumper B-AC onM-104.1.Segments----------------S_CIPS_FER_03S_CIPR_FER_07
U_CIP_2,CIP Skid-2 to Media Preparation tankT-104 inlet manifold. Jumper B-AB onM-104.1.Segments----------------S_CIPS_FER_03S_CIPR_FER_07S_M1041_H155S_T120_IMS_H155_M4861S_M4861_T120IM
U_CIP_2,CIP Skid-2 to Media Preparation tankT-104 inlet manifold.  To cleanPrimatone transfer line.Segments----------------S_CIPS_FER_03S_CIPR_FER_04
U_CIP_2,CIP Skid-2 to Media Prep tank T-105.Jumper C-UV on M-116.1.Segments----------------S_CIPS_FER_06S_CIPR_FER_05
U_CIP_2,Media Preparation tank T-105 to F-481.1.Jumper B-CD on M-116.1.Segments----------------S_CIPS_FER_06
U_CIP_2,CIP Skid-2 to Portable Media Preparationtank T-119.Segments----------------S_CIPS_FER_05S_CIPR_FER_04
U_CIP_2,CIP Skid-2 to Media Hold tank T-120.Jumper B-NP on M-470.1.Segments----------------S_CIPS_FER_03S_CIPR_FER_07S_T120_IMS_M4701_MEDIA
U_CIP_2,CIP Skid-2 to Primatone Preparation tankT-130. To clean the tank.Segments----------------S_CIPS_FER_05S_CIPR_FER_04S_PRIM_IMS_T130_DISCHARGE
U_CIP_2,CIP Skid-2 to Primatone Preparation tankT-130 transfer line. *Does includeS_T130_DISCHARGE.Segments----------------S_CIPS_FER_05S_T130_DISCHARGE
U_CIP_2,CIP Skid-2 to Primatone Preparation tankT-130 transfer line. *Does not includeS_T130_DISCHARGE.Segments----------------S_CIPS_FER_05S_CIPR_FER_04
U_CIP_2,CIP Skid-2 to Primatone Preparation tankT-131. To clean the tank.Segments----------------S_CIPS_FER_05S_CIPR_FER_04S_PRIM_IMS_T131_DISCHARGE
U_CIP_2,CIP Skid-2 to Primatone Preparation tankT-131 transfer line. *Does includeS_T131_DISCHARGE.Segments----------------S_CIPS_FER_05S_T131_DISCHARGE
U_CIP_2,CIP Skid-2 to Primatone Preparation tankT-131 transfer line. *Does not includeS_T131_DISCHARGE.Segments----------------S_CIPS_FER_05S_CIPR_FER_04
U_CIP_2,CIP Skid-2 to Carbonate tank T-140.Jumpers B-AC,C-AC,D-AC,E-AC,F-AC,G-AC,H-AC,I-AC,J-AC,K-AC,L-AC,M-AC onM-142.1.Segments----------------S_CIPS_FER_05S_CIPR_FER_04S_T140_T440S_CARB_IMS_T140_T444S_T140_T443S_T140_T442S_T140_T441S_T140_T445S_T140_T446S_T140_T447S_T140_T448S_T140_T449S_T140_T450S_T140_T451
U_CIP_2,CIP Skid-2 to Carbonate tank T-141.Jumpers B-BF,C-BF,D-BF,E-BF,F-BF,G-BF,H-BF,I-BF,J-BF,K-BF,L-BF,M-BF onM-142.1.Segments----------------S_CIPS_FER_05S_CIPR_FER_04S_CARB_IMS_T141_T440S_T141_T441S_T141_T442S_T141_T443S_T141_T444S_T141_T445S_T141_T446S_T141_T447S_T141_T448S_T141_T449S_T141_T450S_T141_T451
U_CIP_2,CIP Skid-2 to 80L fermentor T-410N-line. For cleaning upto AE-lines of400L fermentors.Segments----------------S_CIPS_FER_08S_CIPR_FER_02
U_CIP_2,CIP Skid-2 to 80L fermentor T-411N-line. For cleaning upto AE-lines of400L fermentors.Segments----------------S_CIPS_FER_08S_CIPR_FER_02
U_CIP_2,CIP Skid-2 to 80L fermentor T-412N-line. For cleaning upto AE-lines of400L fermentors.Segments----------------S_CIPS_FER_08S_CIPR_FER_02
U_CIP_2,CIP Skid-2 to 80L fermentor T-413N-line. For cleaning up to AE-lines of400L fermentor.Segments----------------S_CIPS_FER_08S_CIPR_FER_02
U_CIP_2,CIP Skid-2 to 80L fermentor T-414N-line. For cleaning up to AE-lines of400L fermentor.Segments----------------S_CIPS_FER_08S_CIPR_FER_02
U_CIP_2,CIP Skid-2 to 400L fermentor T-420N-line. For cleaning upto E-line of 2KLfermentor.Segments----------------S_CIPS_FER_07S_CIPS_FER_08S_CIPR_FER_02
U_CIP_2,CIP Skid-2 to 400L fermentor T-420N-line. For cleaning upto J-line of 80Lfermentor.Segments----------------S_CIPS_FER_08S_CIPR_FER_02
U_CIP_2,CIP Skid-2 to 400L fermentor T-421N-line. For cleaning upto E-line of 2KLfermentor.Segments----------------S_CIPS_FER_07S_CIPS_FER_08S_CIPR_FER_02
U_CIP_2,CIP Skid-2 to 400L fermentor T-421N-line. For cleaning upto J-line of 80Lfermentor.Segments----------------S_CIPS_FER_08S_CIPR_FER_02
U_CIP_2,CIP Skid-2 to 400L fermentor T-422N-line. For cleaning upto E-line of 2KLfermentor.Segments----------------S_CIPS_FER_07S_CIPS_FER_08S_CIPR_FER_02
U_CIP_2,CIP Skid-2 to 400L fermentor T-422N-line. For cleaning upto J-line of 80Lfermentor.Segments----------------S_CIPS_FER_08S_CIPR_FER_02
U_CIP_2,CIP Skid-2 to 400L fermentor T-423N-line. For cleaning upto E-line of 2KLfermentor.Segments----------------S_CIPS_FER_07S_CIPS_FER_08S_CIPR_FER_02
U_CIP_2,CIP Skid-2 to 400L fermentor T-423N-line. For cleaning upto J-line of 80Lfermentor.Segments----------------S_CIPS_FER_08S_CIPR_FER_02
U_CIP_2,CIP Skid-2 to 400L fermentor T-424N-line. For cleaning upto E-line of 2KLfermentor.Segments----------------S_CIPS_FER_07S_CIPS_FER_08S_CIPR_FER_02
U_CIP_2,CIP Skid-2 to 400L fermentor T-424N-line. For cleaning upto J-line of 80Lfermentor.Segments----------------S_CIPS_FER_08S_CIPR_FER_02
U_CIP_2,CIP Skid-2 to Fermentor T-430 N-line.Jumpers B-FJ, B-KM on M-483.1. JumperC-AB on M-035.1.Segments----------------S_CIPS_FER_07S_CIPR_FER_01
U_CIP_2,CIP Skid-2 to Fermentor T-430 N-line.For cleaning up to E-line of 12kLfermentor.Segments----------------S_CIPS_FER_07
U_CIP_2,CIP Skid-2 to Fermentor T-430 N-line.For cleaning upto J-line of 400Lfermentor.Segments----------------S_CIPS_FER_07S_CIPR_FER_02
U_CIP_2,CIP Skid-2 to Fermentor T-431 N-line.Jumpers B-FI, B-KM on M-483.1. JumperC-CD on M-035.1.Segments----------------S_CIPS_FER_07S_CIPR_FER_01
U_CIP_2,CIP Skid-2 to Fermentor T-431 N-line.For cleaning up to E-line of 12kLfermentor.Segments----------------S_CIPS_FER_07
U_CIP_2,CIP Skid-2 to Fermentor T-431 N-line.For cleaning upto J-line of 400Lfermentor.Segments----------------S_CIPS_FER_07S_CIPR_FER_02
U_CIP_2,CIP Skid-2 to Fermentor T-432 N-line.Jumpers B-FH, B-KM on M-483.1. JumperC-EF on M-035.1.Segments----------------S_CIPS_FER_07S_CIPR_FER_01
U_CIP_2,CIP Skid-2 to Fermentor T-432 N-line.For cleaning up to E-line of 12kLfermentor.Segments----------------S_CIPS_FER_07
U_CIP_2,CIP Skid-2 to Fermentor T-432 N-line.For cleaning upto J-line of 400Lfermentor.Segments----------------S_CIPS_FER_07S_CIPR_FER_02
U_CIP_2,CIP Skid-2 to Fermentor T-433 N-line.Jumpers B-FG, B-KM on M-483.1. JumperC-GH on M-035.1.Segments----------------S_CIPS_FER_07S_CIPR_FER_01
U_CIP_2,CIP Skid-2 to Fermentor T-433 N-line.For cleaning up to E-line of 12kLfermentor.Segments----------------S_CIPS_FER_07
U_CIP_2,CIP Skid-2 to Fermentor T-433 N-line.For cleaning upto J-line of 400Lfermentor.Segments----------------S_CIPS_FER_07S_CIPR_FER_02
U_CIP_2,CIP Skid-2 to Fermentor T-434 N-line.Jumpers B-FZ, B-KM on M-483.1. JumperC-JK on M-035.1.Segments----------------S_CIPS_FER_07S_CIPR_FER_01
U_CIP_2,CIP Skid-2 to Fermentor T-434 N-line.For cleaning up to E-line of 12kLfermentor.Segments----------------S_CIPS_FER_07
U_CIP_2,CIP Skid-2 to Fermentor T-434 N-line.For cleaning upto J-line of 400Lfermentor.Segments----------------S_CIPS_FER_07S_CIPR_FER_02
U_CIP_2,CIP Skid-2 to Fermentor T-440 N-line.Jumpers D-AU, D-PS on M-487.1.JumperC-AB on M-487.2.Segments----------------S_CIPS_FER_09S_CIPR_FER_10
U_CIP_2,CIP Skid-2 to Fermentor T-440 N-line.For filling fermentor via the CIP Skid.Segments----------------S_CIPS_FER_09
U_CIP_2,CIP Skid-2 to Fermentor T-441 N-line.Jumpers D-BU, D-PS on M-487.1.JumperC-CD on M-487.2.Segments----------------S_CIPS_FER_09S_CIPR_FER_10
U_CIP_2,CIP Skid-2 to Fermentor T-441 N-line.For filling fermentor via the CIP Skid.Segments----------------S_CIPS_FER_09
U_CIP_2,CIP Skid-2 to Fermentor T-442 N-line.Jumpers D-CU, D-PS on M-487.1.JumperC-EF on M-487.2.Segments----------------S_CIPS_FER_09S_CIPR_FER_10
U_CIP_2,CIP Skid-2 to Fermentor T-442 N-line.For filling fermentor via the CIP Skid.Segments----------------S_CIPS_FER_09
U_CIP_2,CIP Skid-2 to Fermentor T-443 N-line.Jumpers B-DN, B-PS on M-487.1.JumperC-GH on M-487.2.Segments----------------S_CIPS_FER_10S_CIPR_FER_08
U_CIP_2,CIP Skid-2 to Fermentor T-443 N-line.For filling fermentor via the CIP Skid.Segments----------------S_CIPS_FER_10
U_CIP_2,CIP Skid-2 to Fermentor T-444 N-line.Jumpers B-EN, B-PS on M-487.1.JumperC-JK on M-487.2.Segments----------------S_CIPS_FER_10S_CIPR_FER_08
U_CIP_2,CIP Skid-2 to Fermentor T-444 N-line.For filling fermentor via the CIP Skid.Segments----------------S_CIPS_FER_10
U_CIP_2,CIP Skid-2 to Fermentor T-445 N-line.Jumpers B-FN, B-PS on M-487.1.JumperC-LM on M-487.2.Segments----------------S_CIPS_FER_10S_CIPR_FER_08
U_CIP_2,CIP Skid-2 to Fermentor T-445 N-line.For filling fermentor via the CIP Skid.Segments----------------S_CIPS_FER_10
